,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
1502,Evocative,usa, TX, Plano,2800 Summit Avenue,300000,,30.0,31.2638905,-98.5456116
1503,QTS Data Centers,usa, Kansas 66213, Overland Park,12851 Foster Street,33000,2500,0.18,,
1504,Equinix,germany, Düsseldorf,Albertstraße 27,,58738,34445,4.2,51.2254018,6.7763137
1505,Aligned Data Centers,usa, TX, Plano,2800 Summit Ave,375000,52700,60.0,31.2638905,-98.5456116
1506,Liquid Web,usa, Arizona 85034, Phoenix,3402 E University Dr,,,40.0,,
1507,Digital Realty,france, Saint-Denis,7-9 Avenue Arts et Métiers,,22000,,7.0,48.935773,2.3580232
1508,Hivelocity,germany, 60314 Frankfurt am Main,Hanauer Landstraße 322,,,,,50.113769684240005,8.712718914
1509,Digital Realty,nigeria, Abuja,23 Kolda St,,242782,,2.7,9.0643305,7.4892974
1510,TRG Datacenters,usa, TX, Houston,2626 Spring Cypress Road,150000,150000,5.2,31.2638905,-98.5456116
1511,Cirion Technologies,argentina, Buenos Aires,Av. del Campo 1301,,30138,21527,6.4,-34.6037181,-58.38153
1512,Lumen,usa, NJ, Weehawken,300 Boulevard East,38017,7442,,40.0757384,-74.4041622
1513,Equinix,poland, Warsaw,Aleje Jerozolimskie 65/79,,9978,9978,,52.2319581,21.0067249
1514,Equinix,spain, 41007 Seville, 36-48,Avenida de Montes Sierra,9440,3444,,37.394417924,-5.960585347
1515,Digital Realty,usa, VA 20147, Ashburn,44060 Digital Loudoun Plaza bldg k,392711,,44.0,,
1516,Digital Realty,usa, TX, Richardson,1232 Alma Road,105726,,12.0,31.2638905,-98.5456116
1517,Bluebird Data Centers,usa, IA, Bettendorf,2701 Devils Glen Road,"53,000","32,000",4.0,41.9216734,-93.3122705
1518,China Telecom,china, Shanghai Shi,Pudong,,,,,31.2323437,121.4691024
1519,365 Data Centers,usa, NY, Commack,500 Commack Road,26200,,6.0,43.1561681,-75.8449946
1521,Equinix,australia, Mascot NSW,639 Gardeners Road,,52571.0,33234.0,7.2,-33.9289562,151.1951782
1523,Equinix,usa, NJ, Secaucus,275 Hartz Way,183900.0,131037.0,6.8,40.0757384,-74.4041622
1524,Equinix,australia, Alexandria NSW,200 Bourke Road,,661722.2,60870.0,,-33.9091568,151.1921281
1525,Equinix,hong kong, Tsuen Wan,3 Shing Yiu St,,322578.0,87509.0,13.5,22.3716605,114.1134699
1526,Equinix,ireland, County Dublin, Ballycoolen,Northwest Business Park,113580.0,51322.0,10.08,53.40651475,-6.286667702716778
1527,Digital Realty,usa, TX, Carrollton,4025 Midway Road,100590.0,100000.0,10.0,31.2638905,-98.5456116
1528,Equinix,australia, Alexandria NSW,200 Bourke Road,,163073.0,80140.0,,-33.9091568,151.1921281
1529,China Telecom,china, Inner Mongolia, Hohhot,Horinger,,,,43.2443242,114.3251664
1530,Equinix,singapore,15 Pioneer Walk,,,363302.0,219263.0,50.0,1.3216524,103.6958287
1531,Equinix,australia, Silverwater NSW 2128,8-14 Egerton Street,,79520.0,24512.0,,-33.834881,151.0471218
1533,Equinix,usa, NJ, Secaucus,800 Secaucus Road,275322.0,108005.0,10.0,40.0757384,-74.4041622
1534,Equinix,uk, Slough,8 Buckingham Avenue,,226042.0,172222.0,2200.0,51.5111014,-0.5940682
1535,antage Data Centers,germany, Ludwigsfelde, Uferring 5,Brandenburg Park,474000.0,,56.0,52.3016096,13.2610163
1536,antage Data Centers,canada, QC H4S 2C2, Saint-Laurent,2900 Avenue Marie Curie,60000.0,60000.0,11.0,,
1537,Equinix,usa, NY, New York,111 8th Avenue,55721.0,35894.0,1.7,43.1561681,-75.8449946
1538,Singtel,singapore,9 Tuas Avenue 3,,,,,,1.32154075,103.65597635242307
1539,SIfy Technologies Limited,india, West Bengal, Kolkata, Newtown,8900.0,8900.0,2.0,22.9964948,87.6855882
1540,Equinix,usa, VA, Ashburn,44470 Chilum Place,95444.0,67041.0,5.5,37.1232245,-78.4927721
1541,Equinix,usa, CA, San Jose,1735 Lundy Avenue,103420.0,54488.0,4.6,36.7014631,-118.755997
1542,Iron Mountain Data Centers,usa, AZ, Phoenix,615 North 48th Street,588669.0,,41.0,34.395342,-111.763275
1543,Equinix,indonesia, West Java, Bekasi, Mekarwangi,65000.0,20021.0,,-6.8891904,107.6404716
1544,antage Data Centers,germany, Raunheim,Alexander-von Humboldt-Straße,,485000.0,,56.0,50.0097685,8.4499439
1545,Digital Realty,netherlands, Schiphol-Rijk,Cessnalaan 50,,51666.0,7300.0,,52.280731599999996,4.762470711580527
1546,Equinix,germany, Frankfurt,Lärchenstraße 110,,113021.0,91526.0,8.96,50.1106444,8.6820917
1547,Centersquare,usa, TX, Allen,900 Guardians Way,112292.0,77124.0,12.0,31.2638905,-98.5456116
1548,PhoenixNAP,usa, AZ, Phoenix,3402 East University Drive,,90000.0,,34.395342,-111.763275
1549,Equinix,hong kong, Tsuen Wan,168 Yeung Uk Rd,,281630.0,86909.0,4.0,22.3716605,114.1134699
1550,Equinix,usa, VA, Ashburn,21691 Filigree Court,99969.0,60587.0,6.8,37.1232245,-78.4927721
1551,Equinix,uk, Slough SL1 4LH,1 Banbury Avenue,,135600.0,71042.0,,51.5111014,-0.5940682
1552,Digital Realty,netherlands, Rozenburg,Pudongweg 37,,143687.0,86111.0,15.0,51.9056445,4.2415465
1553,Rackspace,usa, TX, Richardson,1215 Integrity Drive,56179.0,,6.975,31.2638905,-98.5456116
1554,Singtel,singapore,7000 Ang Mo Kio Ave 5,,,,,,1.3781654,103.8728544
1555,Equinix,usa, VA, Ashburn,21721 Filigree Court,148659.0,59370.0,7.5,37.1232245,-78.4927721
1556,NorthC,netherlands, Oude Meer, Fokkerweg 300,Fokker Logistics Park,193750.0,66736.0,4.8,52.2893011,4.7870184
1557,Rackspace,uk, Slough,115 Buckingham Avenue,,65340.0,,10.26,51.5111014,-0.5940682
1558,SIfy Technologies Limited,india, Tamil Nadu, Chennai, Taramani,1000000.0,10000.0,1.6,10.9094334,78.3665347
1559,Equinix,usa, IL, Chicago,350 East Cermak Road,143630.0,50992.0,6.0,40.0796606,-89.4337288
1560,DataBank,usa, GA, Atlanta,1100 White Street Southwest,75000.0,52610.0,4.0,32.3293809,-83.1137366
1561,DataBank,usa, IN, Indianapolis,650 West Henry Street,46000.0,31080.0,3.75,40.3270127,-86.1746933
1562,Flexential,usa, CO, Aurora,11900 East Cornell Avenue,171000.0,171000.0,6.75,38.7251776,-105.607716
1563,Lunavi,usa, WA, Seattle,2001 6th Avenue,,,0.56,47.2868352,-120.212613
1564,China Telecom,singapore, Singapore 139963,26A Ayer Rajah Crescent,,,,,1.357107,103.8194992
1565,Digital Realty,canada, ON M5J 2N1, Toronto,151 Front St,325772.0,,8.0,,
1566,Digital Realty,usa, CA, San Francisco,200 Paul Avenue,425000.0,121220.0,45.0,36.7014631,-118.755997
1567,Equinix,switzerland, Le Lignon,Route du Bois-des-Frères 48,,48437.0,25295.0,,46.2040435,6.0960319
1568,NYI,usa, NY, New York,75 Broad St,22000.0,22000.0,2.0,43.1561681,-75.8449946
1569,Digital Realty,spain, 28037 Madrid, 49,Calle de Emilio Muñoz,93000.0,,5.8,40.43025999004934,-3.623521439555921
1570,Telia Company,france, Villepinte,22 Avenue des Nations,,,,,43.2814917,2.0855714
1571,Lumen,usa, AL, Birmingham,2001 Park Place,3408.0,796.0,,,
1572,Equinix,bulgaria, Plovdiv,"ulitsa ""Druzhba"" 1",,32291.0,20085.0,2.88,42.1418541,24.7499297
1573,Psychz Networks,taiwan, Taipei City, Neihu District, Ruiguang Road,,,,25.0374227,121.5641067
1574,DataBank,usa, UT 84111, Salt Lake City,179 Social Hall Ave,16000.0,10610.0,0.5,,
1575,Zenlayer,indonesia, Central Java 50263, Semarang, Srondol Kulon,,,,-6.9806311999999995,110.41264680068753
1576,Datalahti,finland, Helsinki,Elimäenkatu 25-27,,18957.0,9687.0,0.8,60.1674881,24.9427473
1577,QTS Data Centers,usa, Virginia 20110, Manassas,9400 Godwin Court,123200.0,,,33.711823,-117.7924143
1578,Technology Solutions of SC Inc,usa, SC, Seneca, U.S. 123,6800.0,1400.0,1.0,33.6874388,-80.4363743
1579,Flexential,usa, FL 32256, Jacksonville,4905 Belfort Road suite 145,35184.0,8500.0,1.39,46.441062,-87.916286
1580,"Ascenty, a Digital Realty Company",brazil, Jundiaí - State of São Paulo,Av. Beirute - Jardim Ermida I,,97000.0,,14.0,,
1581,Digital Realty,usa, CA, Santa Clara,2820 Northwestern Parkway,40000.0,40000.0,7.5,36.7014631,-118.755997
1582,DC BLOX,usa, AL, Huntsville,333 Diamond Drive Northwest,9000.0,,1.5,,
1583,DC BLOX,usa, TN, Chattanooga,807 East 16th Street,8000.0,7000.0,1.0,35.7730076,-86.2820081
1585,China Telecom,china, Hubei, Wuhan, Dongxihu,,,,31.15305035,112.88064226239663
1586,Struxture,canada, QC, Montreal,1080 Beaver Hall Hill,7500.0,,5.0,52.4760892,-71.8258668
1587,Digital Realty,usa, CA 95050, Santa Clara,641 Walsh Ave,430000.0,,100.0,,
1588,CyrusOne,usa, TX, San Antonio,9554 Westover Hills Boulevard,372000.0,196000.0,36.0,31.2638905,-98.5456116
1589,Digital Realty,usa, CA, Oakland,720 2nd Street,122000.0,121220.0,14.5,36.7014631,-118.755997
1590,1547 Critical Systems Realty,usa, IL, Chicago,725 South Wells Street,66000.0,42000.0,5.0,40.0796606,-89.4337288
1591,Digital Realty,france, 93120 La Courneuve,2 Avenue Marcel Cachin,,103000.0,,19.0,48.92884633,2.3963413733333336
1592,Lumen,usa, TX, Austin,2916 Montopolis Dr,11562.0,2298.0,,31.2638905,-98.5456116
1593,China Telecom,uk, London NW10 6PW, Volt Avenue,Powergate Business Park,,,,22.3700604,114.11999
1594,China Telecom,usa, VA 20147, Ashburn,44790 Performance Circle,,,,,
1595,Iron Rails Data Centers,usa, NY 12207, Albany,575 Broadway,97000.0,14950.0,4.0,42.6483733,-73.7506464
1596,bigbyte.cc,usa, NM, Albuquerque,123 Central Avenue Northwest,62000.0,15000.0,3.0,34.5802074,-105.996047
1597,Equinix,uk, Manchester, Lloyd Street North,Manchester Science Park,17964.0,17964.0,,53.4794892,-2.2451148
1598,DC BLOX,usa, SC, Greenville,33 Global Drive,54000.0,,3.0,33.6874388,-80.4363743
1599,Lumen,usa, CA, Fresno,305 W Napa Ave,30000.0,9900.0,,36.7014631,-118.755997
1600,uNetworks,germany, 04129 Leipzig,Maximilianallee 2-4,,,5393.0,,51.36782293360215,12.38732694966398
1601,Cyberverse,usa, TX, Plano,2800 Summit Avenue,300000.0,,30.0,31.2638905,-98.5456116
1602,Cyberverse,usa, AZ, Phoenix,2500 West Union Hills Drive,550000.0,,69.0,34.395342,-111.763275
1603,"LDeX, an iomart company",uk, Manchester, Stretford, Trafford Park,20000.0,,1.5,53.4794892,-2.2451148
1604,Amazon AWS,china, Beijing, Daxing District,Xinghai Road,,,,39.9057136,116.3912972
1605,HudsonIX,usa, NY, New York, Hudson Street,120000.0,,15.0,43.1561681,-75.8449946
1606,Midwest Energy & Communications,usa, MI, Cassopolis,60590 Decatur Rd,,,,43.6211955,-84.6824346
1607,LCL Belgium,belgium, 9320 Aalst,Industrielaan 3A,,,,,50.92529623291139,4.0404081367088605
1608,MadeIt,usa, OH,Columbus,,86000.0,,50.0,40.2253569,-82.6881395
1609,MadeIt,austria,Vienna,,,86000.0,,50.0,48.2083537,16.3725042
1610,myLoc a WIIT Company,germany, West, 41189 Mönchengladbach,Dieselstraße 24-26,46436.0,4736.0,,50.09803105,8.546335139937078
1611,EdgeConnex,usa, TN 37210, Nashville,1841 Air Lane Drive bldg 3,42500.0,,3.0,,
1612,WowRack,singapore,Singapore Island,,,,,,1.3408630000000001,103.83039182212079
1613,"LDeX, an iomart company",uk, London NW2 7ET,2 Oxgate Lane,,22000.0,,2.0,51.4893335,-0.14405508452768728
1614,COPT Data Center,usa, VA, Manassas,9751 Hornbaker Road,200000.0,,,37.1232245,-78.4927721
1615,Massive Networks,usa, CO, Louisville,382 South Arthur Avenue,,4800.0,,38.7251776,-105.607716
1616,LCL Belgium,belgium, Diegem 1831 Machelen,Kouterveldstraat 13,,,,,50.8945555,4.4365042
1617,myLoc a WIIT Company,germany, 67117 Limburgerhof,Rheingönheimer Weg 13,,,872.0,,49.421033880041364,8.390270016304722
1618,Epsilon Telecommunications,hong kong, Chai Wan,399 Chai Wan Rd,,,,,22.2656067,114.2379644
1619,EdgeConnex,usa, CA 95670, Rancho Cordova,10980 Gold Center Dr,28500.0,,1.5,,
1620,"TSR Solutions, Inc.",usa, WI, Milwaukee,324 East Wisconsin Avenue,5200.0,5200.0,,44.4308975,-89.6884637
1621,Otava,australia,Melbourne VIC,,,,,,-37.8142454,144.9631732
1622,LeaseWeb,netherlands, 1119 NR Schiphol-Rijk,Capronilaan 2,,47361.0,,4.7,52.28123918888889,4.771194811111111
1623,IDC Chunghwa Telecom,taiwan, Taipei City, Zhongzheng District, Xinyi Road,,,,25.0374227,121.5641067
1624,omart,uk, Saint Asaph LL17 0LJ,24 Ffordd Richard Davies,,1399.0,,,53.317687899999996,-3.409586077460532
1625,Pulsant,uk, Rotherham, Wath upon Dearne, Manvers Roundabout,23681.0,,1.0,53.4310417,-1.355187
1626,"Superb Internet, A CherryRoad Company",usa, WA, Seattle,3311 South 120th Place,,,1.5,47.2868352,-120.212613
1627,Colo Locker - Evocative,usa, CA, Los Angeles,600 West 7th Street,,,,36.7014631,-118.755997
1629,myLoc a WIIT Company,germany,85540 Haar,,,,1076.0,,48.11179287544803,11.725371378763441
1630,Mosaic Data Services,usa, DC,Washington D.C.,,,,,39.7940527,-100.472769
1631,myLoc a WIIT Company,germany, 80939 München,Elisabeth-Selbert-Straße 7,,,3498.0,,48.200727287721584,11.607814417622523
1632,EvoSwitch,usa, MO, Kansas City,6301 Winchester Avenue,57000.0,13000.0,4.0,33.512691,131.304743
1634,uNetworks,germany, Dortmund,Im Spähenfelde 51,,,3434.0,,51.5142273,7.4652789
1635,WowRack,usa, WA, Seattle,2001 6th Avenue,,60000.0,19.5,47.2868352,-120.212613
1636,uNetworks,germany, Bremen,Hermann-Ritter-Straße 106,,,6738.0,,53.0758196,8.8071646
1637,"Superb Internet, A CherryRoad Company",usa, NY, New York, Pearl Street,,,40.0,43.1561681,-75.8449946
1639,Comarch ICT,poland, 31-864 Kraków,Profesora Michała Życzkowskiego 21,,3229.0,,8.0,50.0752485452381,19.995983023809522
1640,Flexential,usa, Georgia 30122, Douglasville,1750 N River Rd,358000.0,,36.0,,
1641,Equinix,usa, WA, Seattle,2020 5th Avenue,58685.0,17750.0,7.5,47.2868352,-120.212613
1642,Equinix,poland, Reguły,Aleje Jerozolimskie,,15242.0,,,52.1765336,20.8652372
1643,CoreSite,usa, CA, Los Angeles,900 Alameda Street,424000.0,,,36.7014631,-118.755997
1644,CoreSite,usa, DC, Washington,1275 K Street Northwest,22000.0,,,39.7940527,-100.472769
1645,Digital Realty,germany, Frankfurt,Hanauer Landstraße 304,,,,,50.1106444,8.6820917
1646,Digital Realty,ireland, Dublin, Cherry Orchard,24 Hume Avenue,2400.0,2400.0,,53.3493795,-6.2605593
1647,Equinix,japan, Tokyo, Koto City,Edagawa,78433.0,31502.0,4.05,35.6821936,139.762221
1648,Neutron Colocation,usa, WA, Spokane,422 West Riverside Avenue,50000.0,2000.0,,47.2868352,-120.212613
1649,Expedient,usa, PA 15212, Pittsburgh,100 South Commons suite 001,50700.0,26000.0,4.2,,
1650,China Telecom,china, Beijing, Chaoyang District, 1 Jiuxianqiao East Road,,,,39.9057136,116.3912972
1651,China Telecom,china, Shanghai, Pudong Xinqu, Huajing Road,,,,31.2323437,121.4691024
1652,Sabey Data Centers,usa, NY 10038, New York, Pearl Street,,,,,
1653,DataBank,usa, TX, Dallas,1100 Empire Central Place,65000.0,35900.0,4.0,31.2638905,-98.5456116
1654,China Telecom,china, Shanghai,Shanghai Shi,,,,,31.2323437,121.4691024
1655,PhoenixNAP,singapore,Singapore Island,,,107666.0,,,1.3408630000000001,103.83039182212079
1656,Equinix,usa, TX, Dallas,1950 North Stemmons Freeway,141096.0,107785.0,60.0,31.2638905,-98.5456116
1657,Equinix,australia, Mitchell ACT 2911,51 Dacre Street,,13480.0,5983.0,,-35.2188934,149.1363833
1658,Equinix,ireland, Dublin, Nangor, New Nangor Road,21132.0,21132.0,,53.3493795,-6.2605593
1659,antage Data Centers,hong kong, Fanling, On Chuen Street,On Ting Industrial Centre,158000.0,,7.0,22.4946255,114.1382744
1660,Digital Realty,germany, Frankfurt,Weismüllerstraße 21-23,,23000.0,,0.96,50.1106444,8.6820917
1661,QTS Data Centers,usa, Virginia 20166, Sterling,44874 Moran Road,87000.0,26820.0,6.0,33.711823,-117.7924143
1662,Digital Realty,ireland, Dublin 12, Park West Industrial Park,35 Lavery Avenue,1100.0,1100.0,,53.32052905,-6.3288241420909905
1663,Evocative,usa, CA 90278, Redondo Beach,3690 Redondo Beach Avenue,104000.0,24345.0,7.5,,
1664,TierPoint,usa, WA, Seattle,100 4th Avenue North,33000.0,25000.0,,47.2868352,-120.212613
1665,antage Data Centers,hong kong, Fo Tan,8 Wong Chuk Yeung Street,,185000.0,,14.0,22.3951537,114.19810125947764
1666,1547 Critical Systems Realty,usa, HI, Kapolei,91-340 Farrington Hwy,10200.0,8350.0,2.0,19.593801499999998,-155.42837009716908
1667,DataBank,usa, GA 30336, Atlanta,4764 Bakers Ferry Rd SW,200000.0,150000.0,48.0,,
1668,SBA Edge,usa, FL, Jacksonville,421 West Church Street,280000.0,,9.0,27.7567667,-81.4639835
1669,rne Global,iceland, Reykjanesbær, 262,Valhallarbraut 868,,,100.0,63.9832697,-22.5561494
1670,TierPoint,usa, NC 27709, Durham,99 TW Alexander Drive,70000.0,34000.0,,35.38989575,-80.71022221657768
1671,Equinix,canada, AB T2C 2R6, Calgary,5300 86 Ave SE,42882.0,,,,
1672,atNorth,iceland, 221 Hafnarfjörður,Steinhella 10,,,29062.0,3.2,64.05093562237788,-21.955891478758048
1673,OneNeck IT Solutions,usa, MN 55344, Eden Prairie,10290 W 70th St,50000.0,,,,
1674,Flexential,usa, GA, Douglasville,1700 N River Rd,205000.0,205000.0,22.5,32.3293809,-83.1137366
1675,Cologix,canada, BC, Vancouver,1050 West Pender Street,15000.0,,2.0,55.001251,-125.002441
1676,Equinix,uk, London, Coronation Road, Matrix Estate.,41979.0,29062.0,3.96,51.5074456,-0.1277653
1677,DataBank,usa, GA, Atlanta,1150 White Street Southwest,75000.0,47160.0,6.0,32.3293809,-83.1137366
1678,Digital Realty,usa, OR 97124, Hillsboro,5870 Northeast Schaaf Street,560000.0,,32.0,,
1679,IP House,uk, London,20 Lanrick Rd,,16000.0,14000.0,2.0,51.5074456,-0.1277653
1680,Cologix,usa, FL, Jacksonville,4800 Spring Park Road,125000.0,125000.0,,27.7567667,-81.4639835
1681,Opus Interactive,usa, OR, Hillsboro,8135 Northeast Evergreen Parkway,345000.0,110000.0,24.0,43.9792797,-120.737257
1682,China Telecom,china, Tianjin, Hedong District,11 Liujing Road,,,,39.1175488,117.1913008
1683,Cirion Technologies,colombia, Bogotá, Bogotá, Suba,599.0,3216.0,3.0,4.6533816,-74.0836333
1684,ScaleMatrix,usa, CA, San Diego,5775 Kearny Villa Road,50000.0,,20.0,36.7014631,-118.755997
1685,Zenlayer,nigeria, Lagos,Chief Chuks Ikokwu Street,,,,,6.4550575,3.3941795
1686,Liquid Web,usa, MI, Lansing,4428 South Creyts Road,90000.0,,13.5,43.6211955,-84.6824346
1687,1547 Critical Systems Realty,usa, WI, Milwaukee,324 East Wisconsin Avenue,160000.0,,12.0,44.4308975,-89.6884637
1688,Flexential,usa, NV 89101, Las Vegas,304 E Carson Ave suite 370,33135.0,13718.0,1.37,46.405094,-87.396662
1689,Evocative,usa, CA 95054, Santa Clara,2151 Mission College Blvd,73000.0,,9.0,,
1690,Hivelocity,usa, VA 20191, Reston,12100 Sunrise Valley Drive,,,,38.8907693,-77.3482828
1691,atNorth,iceland,Akureyri,,,,72656.0,12.0,65.68390355,-18.11217559813441
1692,Netrality Data Centers,usa, TX, Houston,1301 Fannin Street,784143.0,231700.0,26.0,31.2638905,-98.5456116
1693,MOD Mission Critical,india, Karnataka, Bengaluru, Brookefield,,,5.5,14.5203896,75.7223521
1694,NETdepot,usa, GA 30310, Atlanta,1100 White Street Southwest,,,,,
1695,Expedient,usa, OH, Cleveland,15248 Neo Parkway,24850.0,12500.0,2.0,40.2253569,-82.6881395
1696,China Telecom,japan, Tokyo, Koto City,Shiohama,,,,35.6821936,139.762221
1697,Zenlayer,france, 95700 Roissy-en-France,167 Rue de la Belle Étoile,,,,,48.99900541851852,2.5148529555555554
1698,Lumen,usa, NY, Rochester,150 Mile Crossing Blvd,23614.0,16318.0,,43.1561681,-75.8449946
1699,Digital Realty,usa, VA 20147, Ashburn,44100 Digital Loudoun Plaza bldg j,226015.0,214820.0,26.4,,
1700,TierPoint,usa, KS, Lenexa,14500 West 105th Street,58000.0,11000.0,,38.27312,-98.5821872
1701,China Telecom,germany, 64546 Mörfelden-Walldorf,Starkenburgstraße 12,,,,,49.99026040607152,8.571384060895292
1702,Iron Mountain Data Centers,usa, VA, Manassas,8330 Bethlehem Road,,,36.0,37.1232245,-78.4927721
1703,olico Data Center,usa, FL 33064, Deerfield Beach,500 Green Road,140000.0,12000.0,48.0,46.441062,-87.916286
1704,FirstLight,usa, NH, Manchester,77 Sundial Avenue,14400.0,,,43.4849133,-71.6553992
1705,Aligned Data Centers,usa, IL, Northlake,505 Northwest Avenue,220000.0,,36.0,40.0796606,-89.4337288
1706,Equinix,usa, TX, Dallas,1950 North Stemmons Freeway,33564.0,24542.0,60.0,31.2638905,-98.5456116
1707,Stellar Technologies Inc.,usa, HI, Honolulu,3375 Koapaka Street,,,,19.593801499999998,-155.42837009716908
1708,Equinix,china, Shanghai, Pudong,700 Jinyu Road,36966.0,13108.0,2900.0,31.2323437,121.4691024
1709,Equinix,chile, Región Metropolitana, Santiago, of 105,15769.0,,,-33.5036125,-70.7588544
1710,Deft,usa, IL, Elk Grove Village,2200 Busse Road,485000.0,275000.0,36.4,40.0796606,-89.4337288
1711,Enzu,usa, OR, Hillsboro,23605 Northeast Huffman Street,,,,43.9792797,-120.737257
1712,Equinix,usa, CA, Los Angeles,818 West 7th Street,33080.0,13819.0,0.7,36.7014631,-118.755997
1713,Equinix,usa, CA, Santa Clara,2970 Corvin Drive,44231.0,28511.0,,36.7014631,-118.755997
1714,Cloudsmart,usa, CT, Branford,4 Pin Oak Drive,20000.0,,1.0,41.6500201,-72.7342163
1715,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Futian Qu,,,,23.1357694,113.1982688
1716,QuadraNet,usa, GA, Atlanta,55 Marietta Street NorthWest,300000.0,,,32.3293809,-83.1137366
1717,Prime Data Centers,usa, CA, Santa Clara,1111 Comstock Street,121000.0,,9.0,36.7014631,-118.755997
1718,Digital Realty,uk, Crawley RH10 9BE, Power Ave, Digital Realty Unit 1,119500.0,,18.0,51.1103444,-0.1801094
1719,Flexential,usa, CO, Englewood,8636 South Peoria Street,240549.0,140000.0,18.0,38.7251776,-105.607716
1720,Lumen,usa, DE, Newark,442-482 Interchange Boulevard,17440.0,3300.0,,38.6920451,-75.4013315
1721,FirstLight,usa, NH, Keene,310 Marlboro Street,1500.0,,,43.4849133,-71.6553992
1722,Iron Mountain Data Centers,usa, FL, Miami,2925 Northwest 120th Terrace,150000.0,,16.0,27.7567667,-81.4639835
1723,Tel Networks Inc.,usa, NY, Buffalo,350 Main Street,,,,43.1561681,-75.8449946
1724,China Telecom,usa, CA 95054, Santa Clara,4700 Old Ironsides Dr,,,,,
1725,TierPoint,usa, SD, Sioux Falls,700 East 54th Street North,17000.0,4200.0,,44.6471761,-100.348761
1726,ScaleMatrix,usa, FL, Jacksonville,8324 Baymeadows Way,119961.0,,12.0,27.7567667,-81.4639835
1727,China Telecom,china, Fujian, Longyan,Xinluo,,,,26.193218,118.2208721
1728,MOD Mission Critical,india, Maharashtra, Navi Mumbai, Rabale,32292.0,21527.0,2.0,18.9068356,75.6741579
1729,MOD Mission Critical,canada, BC, Vancouver,555 West Hastings Street #1460,5000.0,,,55.001251,-125.002441
1730,Digital Realty,brazil, 13185-252, Hortolândia - SP, 4 - Jardim Santa Izabel,43000.0,,10.0,-30.55010885,-52.51652319428324
1731,24Shells Inc,usa, NY, New York, Hudson Street,,,,43.1561681,-75.8449946
1732,LightEdge,usa, KS, Lenexa,17501 West 98th Street,102287.0,47395.0,2.9,38.27312,-98.5821872
1733,NETdepot,usa, CA 94539, Fremont,760 Mission Ct,,,,,
1734,Data Canopy,usa, CA 94107, San Francisco,630 3rd Street,,20000.0,4.3,,
1735,Zenlayer,china, Beijing, Daxing District,15 Tong Ji Zhong Lu,,,,39.9057136,116.3912972
1736,China Telecom,japan, Tokyo, Chiyoda City,Ōtemachi,,,,35.6821936,139.762221
1737,Hivelocity,italy, MI, 20144 Milano, 125,,,,40.7192547,-73.9967252
1739,FirstLight,usa, NY, Albany,11 North Pearl Street,8000.0,,,43.1561681,-75.8449946
1741,Netshop ISP,cyprus,Larnaca,,,,,,34.9236095,33.6236184
1742,Prime Data Centers,usa, AZ, Avondale,11753 West Lower Buckeye Road,264000.0,128000.0,48.0,34.395342,-111.763275
1743,China Telecom,china, Sichuan Sheng, Chengdu Shi, Qingyang Qu,,,,30.5000001,102.4999999
1744,China Telecom,usa, CA 95119, San Jose,11 Great Oaks Blvd,,,,,
1745,CoreSite,usa, CA, Santa Clara,3035 Stender Way,162000.0,,,36.7014631,-118.755997
1746,China Telecom,china, Shanghai, Huangpu Qu, Zhongshan South Road,,,,31.2323437,121.4691024
1747,Cogent Communications,usa, WI, Milwaukee,324 East Wisconsin Avenue,608.0,608.0,,44.4308975,-89.6884637
1748,Enzu,usa, MN, Chaska,3500 Lyman Blvd,,,,45.9896587,-94.6113288
1749,Zenlayer,usa, FL, Miami,2115 Northwest 22nd Street,,,,27.7567667,-81.4639835
1750,Cogent Communications,france,Montpellier,,,,,,43.6112422,3.8767337
1751,Digital Realty,south africa, Cape Town, Rondebosch, M4,65659.85,,5.0,-33.928992,18.417396
1752,Navegalo,costa rica, San José, San José Province,Paseo Colón 2,,,,9.9325427,-84.0795782
1753,Hivelocity,usa, CA 94089, Sunnyvale,444 Toyama Drive,,,,,
1754,Psychz Networks,south africa, 1600, Kempton Park, Isando,,,,-26.1337502,28.2310758
1755,"Ascenty, a Digital Realty Company",brazil, 61921-430, Fortaleza - CE, 1161,97000.0,,10.0,-24.27099185,-53.8433632189311
1756,Limestone Networks,usa, TX, Dallas,1950 North Stemmons Freeway,,,,31.2638905,-98.5456116
1757,Digital Realty,brazil, 13185-252, Hortolândia - SP, 4 - Jardim Santa Izabel,32000.0,,3.0,-30.55010885,-52.51652319428324
1758,Prov.net/IronTrust Networks,usa, RI, Providence,304 Carpenter Street,10000.0,6000.0,1.0,41.7962409,-71.5992372
1759,Cogent Communications,usa, VA, Herndon,510 Huntmar Park Drive,60421.0,60421.0,,37.1232245,-78.4927721
1760,Fortress Data Centers,usa, CA, San Francisco,274 Brannan Street,105225.0,20000.0,3.5,36.7014631,-118.755997
1761,Zenlayer,india, Telangana 500081, Hyderabad, Madhapur,,,,17.4423925,78.3971119
1762,CyberNest,usa, GA, Atlanta,345 Courtland Street Northeast,110000.0,45000.0,3.0,32.3293809,-83.1137366
1763,"Ascenty, a Digital Realty Company",brazil, Jundiaí - State of São Paulo,Rua Presbítero Plinio Alves de Souza - Jardim Ermida I,,75347.37,,15.0,,
